102,106,135,143,144a,144b,145,146
kWh,kWh - Přetoky do sítě,kWh,kWh,kWh,kWh,kWh,kWh
,,,,,,,
0,0,0,56,14.4612,121.5613125,0,0
0,0,0,54.25,14.4612,121.684725,0,0
0,0,0,54.5,14.4612,120.3271875,0,0
0,0,0,56.125,14.4612,117.6121125,0,0
0,0,0,55.875,14.5848,121.8081375,0,0
0,0,0,55.125,14.3376,121.93155,0,0
0,0,0,54.5,14.4612,120.697425,0,0
0,0,0,55.875,14.5848,117.8589375,0,0
0,0,0,56,14.4612,121.684725,0,0
0,0,0,56,14.4612,121.8081375,0,0
0,0,0,55.875,14.4612,120.94425,0,0
0,0,0,56,14.4612,117.241875,0,0
0,0,0,55.125,14.4612,121.93155,0,0
0,0,0,55.375,14.4612,122.0549625,0,0
0,0,0,56.5,14.5848,121.684725,0,0
0,0,0,56.375,14.4612,117.3652875,0,0
0,0,0,55.25,14.3376,121.5613125,0,0
0,0,0,55.125,14.5848,122.178375,0,0
0,0,0,55.875,14.4612,121.93155,0,0
0,0,0,57,14.3376,117.98235,0,0
0,0,0,55.625,14.5848,120.94425,0,0
0,0,0,54.25,14.4612,122.178375,0,0
0,0,0,54.625,14.4612,121.5613125,0,0
0,0,0,56.625,14.4612,117.3652875,0,0
0,0,0,56.125,14.4612,120.94425,0,0
0,0,0,54.75,14.4612,121.8081375,0,0
0,0,0,55.375,14.5848,121.684725,0,0
0,0,0,56.25,14.3376,118.3525875,0,0
0,0,0,56.5,14.4612,120.0803625,0,0
0,0,0,55.375,14.5848,122.178375,0,0
0,0,0,55.125,14.4612,121.4379,0,0
0,0,0,55.875,14.3376,118.5994125,0,0
0,0,0,55.125,14.5848,120.4506,0,0
0,0,0,55.125,14.4612,121.191075,0,0
0,0,0,55.625,14.4612,121.8081375,0,0
0,0,0,55.625,14.4612,118.476,0,0
0,0,0,55.375,14.4612,121.0676625,0,0
0,0,0,55.625,14.5848,120.697425,0,0
0,0,0,56.5,14.4612,121.4379,0,0
0,0,0,56.25,14.3376,118.229175,0,0
0,0,0,55.375,14.5848,120.4506,0,0
0,0,0,54.625,14.4612,120.3271875,0,0
0,0,0,56.5,12.8544,120.697425,0,0
0,0,0,56.625,10.7532,117.241875,0,0
0,0,0,54.875,10.8768,120.0803625,0,0
0,0,0,53.875,10.7532,117.4887,0,0
8.053E-06,0,0,55.25,10.7532,120.3271875,0,0
0.0004583,0,0,57.25,10.8768,117.1184625,0.125,0.125
0.00274042,0,0,56.5,10.7532,120.8208375,0.125,0.125
0.00167273,0,0,55.625,10.8768,119.8335375,0.125,0.25
0.00580879,0,0.013565924,55.25,10.7532,119.5867125,0.125,0.25
0.02535535,0,0.013565924,57,10.7532,117.3652875,0.25,0.375
0.07926504,0,0.013565924,57.25,10.8768,119.3398875,0,0.375
0.16352146,0.02,0.013565924,55.875,10.8768,120.0803625,0.25,0.25
0.14938099,0.015,0.050625308,55,10.6296,119.710125,0,0.25
0.156672,0.01,0.050625308,56.25,10.8768,117.6121125,0.125,0.625
0.17980966,0.0175,0.050625308,57.125,13.3488,119.0930625,0.125,0.5
0.1270134,0.0375,0.050625308,56.375,14.3376,119.5867125,0.125,0.5
0.19901569,0.025,0.071052225,54.875,14.5848,118.5994125,0.125,0.625
0.17784914,0.0475,0.071052225,56,14.4612,116.5014,0.125,0.375
0.20194764,0.025,0.071052225,56.375,14.4612,120.203775,0.25,0.75
0.20408831,0.0375,0.071052225,56.75,14.4612,121.191075,0.25,1
0.36737662,0.055,0.15626614,55.625,14.4612,118.8462375,0.25,0.625
0.54431792,0.0725,0.15626614,55.875,16.1916,117.735525,0.25,0.5
0.37331117,0.0325,0.15626614,55.875,17.6748,121.0676625,0,0.5
0.26564156,0.005,0.15626614,56.125,17.5512,121.4379,0,0.375
0.30096623,0,0.153737266,56.125,17.4276,119.95695,0.25,0.375
0.29535314,0.0075,0.153737266,54.75,17.6748,115.5141,0,0.375
0.37143896,0,0.153737266,54.5,17.4276,120.4506,0,0.375
0.66258494,0,0.153737266,55.5,17.5512,121.3144875,0.25,0.375
0.88417662,0,0.118697563,56.125,17.5512,119.5867125,0,0.375
0.40082909,0,0.118697563,56,17.5512,116.1311625,0.125,0.5
0.16187533,0,0.118697563,56.375,17.4276,119.3398875,0.125,0.625
0.05082161,0,0.118697563,55.875,17.6748,120.0803625,0.375,0.875
0.23385642,0,0.05179064,56.125,17.4276,119.216475,0.125,0.5
0.28568831,0,0.05179064,57.125,14.5848,115.267275,0,0.375
0.06138016,0,0.05179064,56.625,13.8432,121.0676625,0,0.25
0.01239861,0,0.05179064,56.5,13.9668,121.3144875,0,0.125
0,0,0,56.375,13.8432,120.4506,0,0
0,0,0,56.5,13.8432,116.6248125,0,0
0,0,0,57,13.8432,120.94425,0,0
0,0,0,56.5,13.8432,121.8081375,0,0
0,0,0,56.5,13.9668,121.4379,0,0
0,0,0,56.25,13.7196,117.241875,0,0
0,0,0,56.125,13.9668,120.8208375,0,0
0,0,0,57,13.8432,121.4379,0,0
0,0,0,56.875,13.8432,121.3144875,0,0
0,0,0,56.25,13.8432,117.241875,0,0
0,0,0,55.625,13.9668,120.4506,0,0
0,0,0,56.625,17.4276,121.684725,0,0
0,0,0,57.375,17.6748,121.191075,0,0
0,0,0,56.75,17.5512,118.1057625,0,0
0,0,0,56,17.4276,119.4633,0,0
0,0,0,55.875,17.6748,121.191075,0,0
0,0,0,57.375,17.1804,121.4379,0,0
0,0,0,57.375,14.4612,118.5994125,0,0
0,0,0,56.375,14.5848,120.203775,0,0
0,0,0,56.125,14.4612,120.8208375,0,0
0,0,0,56.625,14.4612,121.3144875,0,0
0,0,0,57.375,14.4612,118.8462375,0,0
0,0,0,56.75,14.4612,120.5740125,0,0
0,0,0,56.25,14.5848,120.697425,0,0
0,0,0,56,14.3376,121.3144875,0,0
0,0,0,56.875,14.4612,118.5994125,0,0
0,0,0,57.25,14.5848,120.203775,0,0
0,0,0,56.125,14.3376,120.4506,0,0
0,0,0,56.5,14.5848,121.191075,0,0
0,0,0,56.125,15.2028,118.722825,0,0
0,0,0,56.5,12.8544,121.8081375,0,0
0,0,0,56.875,11.124,119.4633,0,0
0,0,0,56.75,11.6184,121.4379,0,0
0,0,0,56.375,10.7532,118.229175,0,0
0,0,0,54.875,10.8768,121.684725,0,0
0,0,0,55.875,10.6296,120.697425,0,0
0,0,0,57.125,10.8768,120.3271875,0,0
0,0,0,55.375,10.8768,118.5994125,0,0
0,0,0,54.125,10.7532,121.8081375,0,0
0,0,0,54.375,10.7532,120.5740125,0,0
0,0,0,56.375,10.8768,120.3271875,0,0
0,0,0,56,10.7532,118.476,0,0
0,0,0,53.5,10.8768,121.5613125,0,0
0,0,0,54.125,10.7532,120.8208375,0,0
0,0,0,55.25,10.7532,120.0803625,0,0
0,0,0,55.875,10.8768,118.229175,0,0
0,0,0,54.625,10.8768,121.4379,0,0
0,0,0,54.125,10.6296,121.93155,0,0
0,0,0,54.875,10.8768,119.3398875,0,0
0,0,0,54,10.7532,117.6121125,0,0
0,0,0,54.625,10.8768,121.684725,0,0
0,0,0,54.875,10.7532,121.684725,0,0
0,0,0,55.125,10.7532,120.3271875,0,0
0,0,0,53.625,10.8768,116.99505,0,0
0,0,0,53.75,10.7532,121.3144875,0,0
0,0,0,54.75,10.7532,121.684725,0,0
0,0,0,54.75,10.8768,119.5867125,0,0
0,0,0,53.5,10.8768,116.3779875,0,0
0,0,0,52.375,10.7532,121.191075,0,0
0,0,0,54.625,10.8768,120.8208375,0,0
0,0,0,55.125,10.8768,120.0803625,0,0
0,0,0,53.125,10.7532,115.8843375,0,0
0,0,0,52.625,9.5172,119.216475,0,0
0,0,0,52.625,10.8768,119.710125,0,0
0.00115053,0.0025,0.001118548,53.375,10.7532,118.229175,0,0
0.00469783,0,0.001118548,55.125,10.8768,114.4033875,0,0
0.01511967,0,0.001118548,54.25,10.7532,118.229175,0.125,0.125
0.02309669,0.005,0.001118548,54,10.7532,119.710125,0.25,0.25
0.0458479,0.0075,0.071681026,53.25,10.8768,119.216475,0.125,0.125
0.13092738,0.0075,0.071681026,57.125,10.7532,116.254575,0.25,0.375
0.55081766,0.01,0.071681026,56.625,10.7532,119.3398875,0.125,0.25
0.22164114,0.005,0.071681026,55.75,10.8768,119.4633,0.25,0.375
0.39037299,0.01,0.270407175,53.375,10.8768,118.96965,0.375,0.625
0.91293091,0.03,0.270407175,56.875,10.6296,115.5141,0.375,0.5
1.03942857,0.0475,0.270407175,57.125,10.8768,118.476,0.25,0.5
0.63121662,0.03,0.270407175,55.625,10.8768,119.216475,0.375,0.875
0.43315117,0.0175,0.189768014,54.125,10.6296,119.8335375,0.25,0.625
0.3619013,0.0125,0.189768014,56.125,10.8768,115.760925,0,0.5
0.34608997,0,0.189768014,55.25,10.8768,118.96965,0.25,0.625
0.92787325,0.0025,0.189768014,53.125,10.7532,121.0676625,0.125,0.75
0.79883221,0,0.224648239,53.5,10.7532,120.3271875,0.25,0.625
1.14126961,0.01,0.224648239,56.125,10.8768,115.6375125,0.25,0.75
0.34435907,0.0075,0.224648239,55.75,14.3376,119.5867125,0,0.5
0.31907013,0.0625,0.224648239,55.375,14.5848,119.216475,0.125,0.5
0.52213403,0.0275,0.249526884,55.5,14.3376,120.8208375,0.25,0.625
0.34004592,0.0175,0.249526884,56.25,14.4612,117.98235,0.125,0.625
0.81317403,0,0.249526884,55,14.5848,119.95695,0.125,0.625
0.92762597,0,0.249526884,55.75,14.3376,119.710125,0,0.375
0.95832312,0,0.253001236,55.5,14.5848,120.4506,0.125,0.125
1.08418494,0,0.253001236,53.75,14.4612,117.241875,0,0.375
0.29152748,0,0.253001236,52.375,14.4612,119.710125,0.125,0.375
0.20978265,0,0.253001236,53,14.4612,118.8462375,0,0.125
0.12247418,0,0.345886067,54.875,14.4612,119.8335375,0,0.125
0.88258701,0,0.345886067,55.25,14.4612,117.8589375,0,0.125
0.45823169,0,0.345886067,53.375,14.5848,121.3144875,0,0.125
0.126208,0,0.345886067,52.125,14.3376,119.216475,0,0.125
0,0,0,51.875,14.5848,121.0676625,0,0
0,0,0,56.75,14.4612,118.229175,0,0
0,0,0,54.875,14.4612,120.94425,0,0
0,0,0,53.5,14.4612,120.4506,0,0
0,0,0,53.125,14.4612,120.3271875,0,0
0,0,0,54.625,14.5848,118.229175,0,0
0,0,0,54.625,14.3376,121.4379,0,0
0,0,0,53.375,14.4612,120.203775,0,0
0,0,0,53.125,14.5848,119.710125,0,0
0,0,0,54.25,14.4612,117.98235,0,0
0,0,0,52.5,14.3376,121.4379,0,0
0,0,0,53.625,14.5848,120.5740125,0,0
0,0,0,54.5,14.4612,119.5867125,0,0
0,0,0,54.25,14.5848,117.98235,0,0
0,0,0,52,14.3376,121.4379,0,0
0,0,0,51.75,14.4612,121.3144875,0,0
0,0,0,54.5,14.5848,119.0930625,0,0
0,0,0,53.75,14.4612,118.1057625,0,0
0,0,0,52.125,14.3376,121.191075,0,0
0,0,0,50.875,14.5848,121.191075,0,0
0,0,0,53.375,14.4612,119.8335375,0,0
0,0,0,55,14.5848,117.4887,0,0
0,0,0,53.25,14.3376,121.4379,0,0
0,0,0,51.875,14.4612,121.4379,0,0
0,0,0,53.25,14.5848,120.203775,0,0
0,0,0,55,14.3376,116.6248125,0,0
0,0,0,54.625,14.4612,121.0676625,0,0
0,0.0025,0,52.875,14.5848,121.3144875,0,0
0,0,0,53.625,14.4612,120.3271875,0,0
0,0,0,54.75,14.4612,116.6248125,0,0
0,0,0,55.375,14.4612,121.4379,0,0
0,0,0,54.75,14.4612,121.5613125,0,0
0,0,0,54.125,14.4612,121.0676625,0,0
0,0,0,55.25,14.4612,116.8716375,0,0
0,0,0,55.375,14.5848,120.8208375,0,0
0,0,0,55.25,14.3376,121.4379,0,0
0,0,0,53.75,14.4612,121.3144875,0,0
0,0,0,55.375,14.5848,117.241875,0,0
0,0,0,54,14.4612,120.4506,0,0
0,0,0,55.125,14.4612,121.4379,0,0
0,0,0,55.625,14.4612,120.94425,0,0
0,0,0,55.875,14.5848,116.99505,0,0
0,0,0,54.5,14.3376,120.0803625,0,0
0,0,0,54,14.4612,121.3144875,0,0
0,0,0,56.375,14.5848,121.0676625,0,0
0,0,0,56.5,14.3376,117.6121125,0,0
0,0,0,54.375,14.5848,119.4633,0,0
0,0,0,54.625,14.4612,121.5613125,0,0
0,0,0,55.625,14.5848,120.94425,0,0
0,0,0,57.125,14.3376,117.735525,0,0
0,0,0,55.25,14.5848,119.8335375,0,0
0,0,0,54,14.4612,120.697425,0,0
0,0,0,55,14.4612,121.0676625,0,0
0,0,0,56,14.4612,117.4887,0,0
0,0,0,55.75,14.5848,120.0803625,0,0
0,0,0,54.75,14.5848,120.203775,0,0
0,0,0,54.625,14.3376,120.4506,0,0
0,0,0,54.625,14.5848,116.748225,0,0
0,0,0,55,14.4612,119.95695,0,0
0,0,0,55.375,14.4612,119.95695,0,0
0,0,0,52.875,14.4612,120.697425,0,0
0,0,0,54.375,14.5848,117.3652875,0,0
0,0,0,49,14.4612,119.3398875,0,0
0,0,0,53.25,14.4612,118.722825,0,0
3.336E-05,0,0,53.625,14.4612,119.4633,0,0
0.00028851,0,0,53.875,14.5848,115.760925,0,0.125
0.00033951,0,0,51.375,14.4612,119.4633,0.125,0
0.00463636,0,0,51.5,13.4724,119.4633,0,0.125
0.00601332,0,0.006989601,48.375,10.7532,119.0930625,0,0
0.01833704,0,0.006989601,28.75,10.8768,117.735525,0,0.375
0.05702109,0,0.006989601,47.25,10.8768,120.203775,0,0.125
0.08203803,0.0025,0.006989601,46.75,10.7532,118.96965,0.125,0.375
0.09073849,0.005,0.01900528,47,10.7532,119.5867125,0.125,0.375
0.10332468,0.01,0.01900528,50.25,10.8768,117.4887,0.125,0.375
0.07584208,0.0025,0.01900528,50,10.8768,120.3271875,0.125,0.625
0.04203636,0,0.01900528,49.5,10.7532,119.5867125,0.125,0.5
0.06979449,0.0025,0.029234686,50.5,10.7532,117.98235,0.125,0.5
0.10883533,0.015,0.029234686,54.25,10.8768,112.6756125,0.125,0.625
0.13143605,0.01,0.029234686,54.5,10.8768,121.0676625,0.125,0.625
0.11849309,0.0125,0.029234686,40.25,10.7532,121.684725,0.25,0.75
0.09311938,0.015,0.028298319,53.375,10.7532,119.0930625,0.125,0.75
0.09021922,0.01,0.028298319,55.625,10.8768,117.8589375,0.375,0.625
0.11325444,0.015,0.028298319,56.125,10.8768,120.203775,0.125,0.75
0.11770888,0.02,0.028298319,55.125,10.7532,121.684725,0.125,0.625
0.08513247,0.0325,0.022472798,54.5,10.7532,119.95695,0.125,0.875
0.07830421,0.0275,0.022472798,56.375,10.8768,117.4887,0.375,0.875
0.09539075,0.0275,0.022472798,55,10.7532,121.5613125,0.25,0.75
0.08806442,0.0125,0.022472798,57.25,14.3376,121.684725,0.125,0.875
0.08118317,0.0125,0.010137478,55.75,14.4612,120.0803625,0.25,0.625
0.05299761,0.0125,0.010137478,56.625,14.4612,115.8843375,0,0.5
0.03594992,0,0.010137478,55.125,14.5848,120.94425,0.25,0.875
0.01934662,0,0.010137478,56.5,14.4612,121.93155,0.125,0.375
0.0140405,0,0.001535664,56.875,14.4612,120.94425,0,0.25
0.026242,0,0.001535664,56.625,14.4612,116.99505,0.125,0.25
0.01081995,0,0.001535664,55.875,14.5848,121.8081375,0,0.25
0.00115847,0,0.001535664,56.5,14.3376,122.178375,0,0.25
0,0,0,57,14.4612,121.8081375,0,0
0,0,0,57,14.5848,118.96965,0,0
0,0,0,56.375,14.4612,121.93155,0,0
0,0,0,56.375,14.4612,122.178375,0,0
0,0,0,56,14.4612,122.178375,0,0
0,0,0,57.25,14.5848,117.8589375,0,0
0,0,0,56.625,14.4612,121.3144875,0,0
0,0,0,56.5,14.4612,122.178375,0,0
0,0,0,56,14.4612,121.5613125,0,0
0,0,0,57,14.5848,116.6248125,0,0
0,0,0,57.125,14.3376,120.94425,0,0
0,0,0,56.875,14.5848,122.4252,0,0
0,0,0,56,14.4612,121.684725,0,0
0,0,0,56.125,14.5848,118.722825,0,0
0,0,0,56.625,14.3376,120.0803625,0,0
0,0,0,57.5,14.5848,122.178375,0,0
0,0,0,56.375,14.4612,121.93155,0,0
0,0,0,56.125,14.4612,118.8462375,0,0
0,0,0,56.125,14.4612,120.697425,0,0
0,0,0,57.375,14.5848,121.3144875,0,0
0,0,0,57,14.4612,121.4379,0,0
0,0,0,56.5,14.4612,119.216475,0,0
0,0,0,55.875,14.4612,120.94425,0,0
0,0,0,56.75,14.5848,121.0676625,0,0
0,0,0,56.25,14.4612,122.0549625,0,0
0,0.0025,0,56.75,14.4612,118.96965,0,0
0,0.0025,0,56,14.4612,120.697425,0,0
0,0,0,55.25,14.4612,121.0676625,0,0
0,0,0,54.875,14.5848,121.684725,0,0
0,0,0,57.5,14.3376,119.216475,0,0
0,0,0,56.25,14.5848,122.3017875,0,0
0,0,0,55.25,14.4612,119.95695,0,0
0,0,0,54.375,14.5848,121.93155,0,0
0,0,0,56.5,14.3376,119.216475,0,0
0,0,0,55.875,14.5848,122.178375,0,0
0,0,0,55.5,14.4612,121.0676625,0,0
0,0,0,54.375,14.4612,120.94425,0,0
0,0,0,55,14.4612,118.722825,0,0
0,0,0,55.125,14.4612,121.8081375,0,0
0,0,0,56.375,14.5848,121.191075,0,0
0,0,0,54.5,14.4612,120.4506,0,0
0,0,0,55.125,14.4612,118.5994125,0,0
