102,106,135,143,144a,144b,145,146
kWh,kWh - Přetoky do sítě,kWh,kWh,kWh,kWh,kWh,kWh
,,,,,,,
1.87732987,0.4425,0.728007925,49.75,10.6296,120.0803625,0.5,2.5
1.80572675,0.43,0.728007925,50.125,10.8768,116.254575,0.375,2.125
1.7276239,0.4775,0.728007925,50.5,11.9892,121.3144875,0.5,1.75
1.64104312,0.01,0.728007925,49.875,14.3376,119.5867125,0.375,1.875
1.53602286,0.01,0.590457726,50.75,14.4612,120.4506,0.375,1.875
1.43167377,0.01,0.590457726,52,14.5848,116.3779875,0.375,1.625
1.32184935,0.015,0.590457726,50.5,14.3376,121.191075,0.375,1.625
1.20435948,0.02,0.590457726,50.875,14.4612,120.8208375,0.25,1.5
1.05762078,0.02,0.399607536,47.875,14.4612,119.5867125,0.25,1.375
0.92518857,0.0125,0.399607536,51.625,14.3376,116.3779875,0.25,1.125
0.79219117,0.015,0.399607536,50.875,14.5848,121.8081375,0.125,1.125
0.6529413,0.02,0.399607536,47.875,14.4612,121.93155,0.125,0.625
0.48235844,0,0.181543481,46.5,14.3376,119.216475,0.125,0.5
0.3334826,0,0.181543481,47.875,14.4612,117.3652875,0,0.375
0.17570494,0,0.181543481,51.25,14.4612,120.94425,0,0.375
0.0663892,0,0.181543481,50.125,14.3376,121.5613125,0.125,0.125
0,0.0125,0,48,14.5848,119.4633,0,0
0,0.045,0,49,14.4612,117.3652875,0,0
0,0.01,0,51.375,16.3152,120.4506,0,0
0,0.0125,0,51.75,17.5512,121.93155,0,0
0,0.0175,0,48.875,17.4276,119.8335375,0,0
0,0.0125,0,49.25,17.6748,116.8716375,0,0
0,0.0125,0,51.25,17.4276,120.3271875,0,0
0,0.01,0,50.625,17.4276,121.0676625,0,0
0,0.0125,0,51.5,17.5512,120.697425,0,0
0,0.01,0,49.25,17.4276,116.6248125,0,0
0,0.005,0,52.125,17.5512,119.710125,0,0
0,0,0,49.75,17.5512,121.0676625,0,0
0,0,0,50.75,17.5512,120.4506,0,0
0,0,0,51.375,17.4276,117.241875,0,0
0,0,0,51.375,17.5512,119.8335375,0,0
0,0,0,48.875,17.4276,121.0676625,0,0
0,0,0,49,17.6748,120.697425,0,0
0,0,0,51.875,17.4276,116.748225,0,0
0,0,0,52.875,17.5512,120.697425,0,0
0,0,0,50.625,17.5512,119.710125,0,0
0,0,0,49.25,17.5512,121.4379,0,0
0,0,0,51.25,17.5512,117.1184625,0,0
0,0,0,52.625,17.4276,120.3271875,0,0
0,0,0,52,17.5512,120.697425,0,0
0,0,0,49.625,17.5512,121.3144875,0,0
0,0,0,51,17.5512,117.8589375,0,0
0,0,0,52.625,17.4276,119.95695,0,0
0,0,0,53.5,17.5512,119.95695,0,0
0,0,0,49.625,17.5512,120.8208375,0,0
0,0,0,50.25,17.5512,117.735525,0,0
0,0,0,52.5,17.5512,120.5740125,0,0
0,0,0,52.75,17.4276,121.3144875,0,0
0,0,0,51.5,17.5512,119.95695,0,0
0,0,0,49.75,17.5512,117.6121125,0,0
0,0,0,53.125,17.5512,119.4633,0,0
0,0,0,51.875,17.4276,121.684725,0,0
0,0,0,52.75,17.5512,120.3271875,0,0
0,0,0,51.875,17.5512,117.6121125,0,0
0,0,0,53.375,17.5512,121.5613125,0,0
0,0,0,49.75,17.5512,120.5740125,0,0
0,0,0,50.5,17.4276,119.5867125,0,0
0,0,0,52.75,17.6748,116.748225,0,0
0,0,0,53,17.4276,120.8208375,0,0
0,0,0,51,17.5512,120.94425,0,0
0,0,0,49.75,17.4276,120.3271875,0,0
0,0,0,52.5,17.6748,116.8716375,0,0
0,0,0,53.875,17.4276,121.4379,0,0
0,0,0,51.25,17.5512,120.0803625,0,0
0.00030457,0,0.003673587,50.5,17.4276,120.4506,0,0.125
0.0069088,0,0.003673587,51.625,17.6748,115.8843375,0,0
0.02344181,0,0.003673587,54,17.4276,121.191075,0,0
0.06808831,0,0.003673587,54.25,17.5512,119.8335375,0,0.25
0.23170161,0,0.156710401,51.5,16.9332,120.0803625,0.125,0.25
0.40602182,0,0.156710401,51.75,14.3376,115.8843375,0,0.375
0.58455273,0,0.156710401,51.125,14.4612,116.99505,0,0.375
0.83885507,0,0.156710401,52,14.4612,119.95695,0.25,0.5
0.86029714,0,0.37971829,52.625,14.5848,118.5994125,0.25,0.75
0.99552,0.005,0.37971829,53.25,14.3376,115.1438625,0.25,1
1.11180883,0.0125,0.37971829,51.875,14.4612,120.4506,0.5,0.875
1.23586909,0.02,0.37971829,52.625,14.4612,120.3271875,0.375,1.125
1.36003533,0.015,0.57411118,55.125,14.3376,119.710125,0.5,1.5
1.46940052,0.01,0.57411118,54.5,14.4612,116.5014,0.625,1.75
1.57226597,0.015,0.57411118,52.875,14.4612,120.3271875,0.5,1.75
1.66785455,0.0125,0.57411118,52.375,14.5848,120.4506,0.625,1.625
1.74288416,0.0125,0.711524684,52.75,14.3376,117.241875,0.5,2
1.81367481,0.025,0.711524684,54.5,14.4612,116.8716375,0.75,2
1.8823813,0.02,0.711524684,52,14.4612,119.4633,0.625,2.125
1.94342234,0.04,0.711524684,50.75,11.4948,120.4506,0.5,2.125
1.99987117,0.0175,0.799921334,50.25,10.7532,119.0930625,1.125,3.5
2.03908156,0.025,0.799921334,54.875,10.7532,113.04585,1.125,3.5
2.07126234,0.0225,0.799921334,54.875,10.7532,119.0930625,0.875,3.625
2.09457662,0.01,0.799921334,52.625,10.7532,121.684725,1,3.375
2.08786494,0.01,0.825597371,54,10.7532,120.5740125,0.875,3.125
2.0892426,0.02,0.825597371,54.375,10.7532,115.3906875,0.875,3.375
2.09867429,0.015,0.825597371,54.875,10.7532,119.710125,0.875,3
2.08482701,0.0125,0.825597371,54.875,10.7532,120.8208375,0.625,2.5
2.05847481,0.01,0.80316786,53.75,10.7532,119.216475,0.5,2.25
2.02000623,0.015,0.80316786,52.125,10.7532,116.748225,0.75,2.625
1.97698078,0.015,0.80316786,54.5,10.7532,119.710125,0.5,2.375
1.92565403,0.01,0.80316786,54,10.7532,120.3271875,0.375,1.625
1.85687688,0.0075,0.721093394,51.875,10.7532,120.697425,0.5,1.5
1.7847439,0.005,0.721093394,52.875,10.8768,114.6502125,0.25,1.5
1.70710026,0,0.721093394,51.125,11.6184,119.8335375,0.5,2
1.62094338,0,0.721093394,50.375,14.4612,119.95695,0.25,1.125
1.52839273,0,0.590970335,51.25,14.4612,120.203775,0.25,1.375
1.42651636,0,0.590970335,47.875,14.4612,116.99505,0.25,1.125
1.31640935,0,0.590970335,47.125,16.3152,119.5867125,0.375,1.375
1.2052426,0,0.590970335,47.5,17.5512,116.1311625,0.25,1.25
1.04557507,0.015,0.394948486,49.5,17.4276,118.8462375,0.25,1.375
0.90883325,0.0075,0.394948486,49.625,17.5512,117.241875,0.125,0.75
0.77686026,0.01,0.394948486,47.625,17.4276,120.5740125,0.125,0.75
0.63852883,0.0175,0.394948486,48.25,17.5512,120.8208375,0.125,0.5
0.47935584,0,0.182545917,50.75,17.4276,121.5613125,0,0.25
0.32708883,0,0.182545917,51.625,17.4276,118.476,0,0.25
0.17220779,0,0.182545917,49.375,17.5512,120.8208375,0.125,0.125
0.07340821,0,0.182545917,48,17.4276,121.0676625,0,0.125
0,0.0025,0,51.125,17.5512,120.94425,0,0
0,0.0025,0,49.75,17.5512,118.3525875,0,0
0,0.005,0,51.625,17.5512,120.697425,0,0
0,0.015,0,49.375,17.4276,121.8081375,0,0
0,0.015,0,51.75,17.5512,120.0803625,0,0
0,0.0125,0,49.625,17.4276,118.1057625,0,0
0,0.005,0,48.75,17.5512,121.5613125,0,0
0,0,0,51.75,17.4276,120.697425,0,0
0,0,0,51.375,17.5512,120.3271875,0,0
0,0,0,51.25,17.4276,118.476,0,0
0,0,0,50.125,17.5512,121.5613125,0,0
0,0,0,53.125,17.5512,120.4506,0,0
0,0,0,54.125,17.4276,120.0803625,0,0
0,0,0,52.125,17.5512,118.229175,0,0
0,0,0,51.25,17.4276,121.93155,0,0
0,0,0,51.625,17.5512,120.5740125,0,0
0,0,0,53.75,17.5512,121.0676625,0,0
0,0,0,53,17.5512,117.6121125,0,0
0,0,0,50.75,17.4276,121.5613125,0,0
0,0,0,50.5,17.4276,120.94425,0,0
0,0,0,52.875,17.5512,121.0676625,0,0
0,0,0,52.25,17.5512,117.1184625,0,0
0,0,0,48,17.4276,121.8081375,0,0
0,0.0025,0,47.25,17.5512,121.93155,0,0
0,0,0,49.625,17.5512,120.3271875,0,0
0,0,0,48.25,17.5512,116.99505,0,0
0,0,0,48.625,17.4276,121.8081375,0,0
0,0,0,45.375,17.5512,121.8081375,0,0
0,0,0,50.375,17.4276,120.3271875,0,0
0,0,0,47.5,17.6748,117.4887,0,0
0,0,0,47,17.4276,121.8081375,0,0
0,0,0,47.5,17.5512,121.93155,0,0
0,0,0,51,17.4276,120.203775,0,0
0,0,0,48.25,17.5512,117.735525,0,0
0,0,0,46.125,17.4276,120.8208375,0,0
0,0,0,48.125,17.6748,121.93155,0,0
0,0,0,49.625,17.4276,120.5740125,0,0
0,0,0,47.5,17.5512,117.4887,0,0
0,0,0,47,17.4276,120.94425,0,0
0,0,0,46.125,17.5512,122.178375,0,0
0,0,0,49,17.5512,121.4379,0,0
0,0,0,48.375,17.5512,116.8716375,0,0
0,0,0,47.125,17.5512,120.697425,0,0
0,0,0,46.375,17.4276,122.178375,0,0
0,0,0,47.5,17.5512,121.4379,0,0
0,0,0,49.75,17.4276,116.8716375,0,0
0,0,0,46.25,17.6748,120.94425,0,0
0,0,0,45.875,17.4276,122.178375,0,0
0.00671169,0,0.00655787,46.125,17.5512,121.191075,0,0
0.02165721,0,0.00655787,49.5,17.4276,116.1311625,0,0.125
0.0368719,0.0025,0.00655787,49,17.5512,121.4379,0,0.125
0.07909548,0,0.00655787,46.75,17.4276,120.94425,0,0.125
0.27175273,0,0.141810553,49.75,17.6748,120.697425,0.125,0.25
0.44660987,0,0.141810553,47.5,17.4276,117.4887,0.125,0.375
0.4815813,0,0.141810553,46.25,17.5512,120.203775,0.25,0.5
0.53128312,0,0.141810553,50.5,17.4276,119.95695,0.125,0.375
0.53954909,0,0.230081899,50.75,17.5512,119.3398875,0.25,0.5
0.73888623,0,0.230081899,52.25,17.4276,116.6248125,0.25,0.75
0.74807065,0,0.230081899,48.375,17.5512,118.722825,0.5,0.875
0.45335688,0.01,0.230081899,48.375,17.4276,119.5867125,0.25,1
0.79367481,0.02,0.200304986,50.75,17.5512,121.3144875,0.375,1.125
0.47822546,0.02,0.200304986,53.375,17.4276,117.3652875,0.5,1.375
0.40443221,0.015,0.200304986,50.75,17.5512,119.216475,0.625,1.375
0.41711377,0.005,0.200304986,51,16.5624,120.697425,0.375,1.5
0.49843117,0.0275,0.329254738,52.75,14.4612,119.5867125,0.625,1.875
1.28366338,0.075,0.329254738,54.375,14.4612,112.799025,0.875,2.375
0.88290494,0.0825,0.329254738,51.875,14.4612,119.5867125,0.25,1.25
0.86700883,0.1025,0.329254738,50.125,14.4612,122.0549625,0.125,0.75
1.22096208,0.095,0.362688265,51.625,14.4612,119.95695,0.25,0.625
0.9658826,0.0775,0.362688265,51.625,13.1016,118.722825,0.125,0.875
0.52923429,0.08,0.362688265,50.375,10.6296,121.8081375,0.125,0.875
1.05465351,0.085,0.362688265,46,12.7308,119.95695,0.25,0.625
1.90290494,0.0725,0.471965206,51.75,13.8432,120.0803625,0.125,0.375
0.86061507,0.07,0.471965206,53.75,13.8432,117.4887,0,0.375
0.63902338,0.045,0.471965206,52.25,13.8432,121.684725,0.125,0.375
1.55866597,0.0325,0.471965206,51,13.8432,120.8208375,0,0.375
1.13042494,0,0.520173276,51.625,13.8432,119.5867125,0.125,0.375
1.53764779,0,0.520173276,52.125,16.8096,118.3525875,0.25,0.75
1.20142753,0,0.520173276,52.75,17.4276,121.93155,0.125,0.5
1.3220613,0.01,0.520173276,51.125,17.5512,120.697425,0.125,0.5
1.48674494,0,0.724465225,50.875,17.4276,121.0676625,0.125,0.75
1.88768,0,0.724465225,52.875,17.6748,116.00775,0.125,0.375
1.87132468,0.04,0.724465225,47.875,17.4276,121.4379,0.125,0.375
1.60041974,0.0825,0.724465225,51.125,17.5512,121.0676625,0,0.5
1.72345558,0.15,0.645010761,52.5,17.4276,121.4379,0.25,0.625
1.58844468,0.21,0.645010761,48.25,17.6748,117.1184625,0,0.625
1.3598587,0.0175,0.645010761,46.25,17.4276,121.191075,0.25,0.75
1.29673351,0.0225,0.645010761,51.875,17.5512,122.0549625,0.125,0.625
1.21167169,0.02,0.453784658,51,17.5512,120.3271875,0.125,0.5
0.8517839,0.0175,0.453784658,51,17.5512,117.1184625,0.125,0.375
1.05868052,0.01,0.453784658,45.875,17.5512,121.93155,0,0.375
0.77661299,0.015,0.453784658,48.5,17.4276,122.178375,0,0.375
0.61069299,0,0.209212999,51,17.6748,120.8208375,0.125,0.25
0.48122805,0,0.209212999,52.25,17.4276,117.735525,0,0.25
0.33394888,0,0.209212999,49.375,17.5512,121.93155,0,0.25
0.09712166,0,0.209212999,50.5,17.922,122.0549625,0,0.125
0,0.02,0,51,18.2928,120.697425,0,0
0,0.02,0,49.75,18.0456,118.476,0,0
0,0.0175,0,47.75,18.1692,121.191075,0,0
0,0.0025,0,48.5,18.0456,122.0549625,0,0
0,0.005,0,50.375,18.1692,120.94425,0,0
0,0,0,50.625,18.0456,117.735525,0,0
0,0,0,49.125,18.2928,120.697425,0,0
0,0,0,50.25,18.1692,122.0549625,0,0
0,0,0,51,18.0456,121.8081375,0,0
0,0,0,51.375,18.1692,117.6121125,0,0
0,0,0,51.25,18.0456,120.697425,0,0
0,0,0,50.75,18.1692,121.8081375,0,0
0,0,0,51.625,18.0456,121.5613125,0,0
0,0,0,52.5,18.2928,117.735525,0,0
0,0,0,51,18.1692,121.0676625,0,0
0,0,0,51.625,18.0456,122.0549625,0,0
0,0,0,52.5,18.1692,121.684725,0,0
0,0,0,52.25,18.1692,117.4887,0,0
0,0,0,51.375,18.1692,121.93155,0,0
0,0,0,50.875,18.1692,120.5740125,0,0
0,0,0,53,18.0456,121.3144875,0,0
0,0,0,52.5,18.1692,117.8589375,0,0
0,0,0,51,18.0456,120.94425,0,0
0,0,0,49.875,18.2928,120.697425,0,0
0,0,0,52.375,18.0456,121.4379,0,0
0,0,0,54.625,18.1692,118.476,0,0
0,0,0,52.25,18.1692,120.697425,0,0
0,0,0,51.625,18.1692,120.5740125,0,0
0,0,0,52.5,18.1692,121.5613125,0,0
0,0,0,54.25,18.0456,118.1057625,0,0
0,0,0,53.25,18.1692,120.4506,0,0
0,0,0,51.5,18.0456,121.4379,0,0
0,0,0,53.625,18.2928,120.5740125,0,0
0,0,0,52.875,18.0456,118.229175,0,0
0,0.0025,0,53.5,18.1692,120.4506,0,0
0,0,0,51.625,18.1692,121.8081375,0,0
0,0,0,53.625,18.0456,120.4506,0,0
0,0,0,53.75,18.2928,118.229175,0,0
0,0,0,52.125,18.0456,121.8081375,0,0
0,0,0,51.5,18.1692,120.697425,0,0
0,0,0,53.125,18.1692,119.95695,0,0
0,0,0,53.75,18.1692,117.4887,0,0
0,0,0,51.625,18.1692,121.3144875,0,0
0,0,0,51.75,18.0456,120.94425,0,0
0,0,0,54,18.1692,120.3271875,0,0
0,0,0,53.375,15.9444,116.5014,0,0
0,0,0,51.25,13.7196,121.3144875,0,0
0,0,0,51.25,13.9668,121.0676625,0,0
0.00046173,0,0.003268512,54.75,13.7196,120.8208375,0,0
0.00782901,0,0.003268512,54.125,13.9668,117.241875,0,0.25
0.03525791,0,0.003268512,52.375,13.8432,121.5613125,0.125,0
0.04348468,0,0.003268512,51.375,13.8432,120.8208375,0.125,0.25
0.08039896,0,0.067031089,52.5,13.8432,119.710125,0.125,0.375
0.1889199,0,0.067031089,52.375,12.1128,116.6248125,0.125,0.375
0.23329122,0,0.067031089,52.375,10.7532,121.684725,0.125,0.375
0.23548842,0,0.067031089,49.625,10.7532,119.0930625,0.25,0.5
0.05976229,0,0.012462105,50.875,15.0792,119.216475,0.375,0.75
0.03594286,0.01,0.012462105,55,15.2028,116.6248125,0.5,1.25
0.05511356,0.015,0.012462105,55.25,15.0792,121.5613125,0.25,0.875
0.07204468,0.0175,0.012462105,55.375,14.4612,120.5740125,0.625,1.75
0.10738701,0.0175,0.121249219,53.375,14.4612,119.5867125,0.5,1.625
0.10866577,0.0125,0.121249219,54,14.4612,117.3652875,0.375,1.125
0.22662899,0.015,0.121249219,55.75,14.5848,120.8208375,0.25,0.75
0.9226452,0.01,0.121249219,55.375,14.4612,121.5613125,0.625,2
0.61058701,0.01,0.255495936,56,14.3376,119.216475,0.375,0.875
0.5713413,0.015,0.255495936,55.25,14.4612,116.1311625,0.375,1.5
0.79604156,0.0175,0.255495936,55.75,14.5848,120.5740125,0.5,2
0.62651844,0.0175,0.255495936,55.375,14.4612,121.684725,0.625,1.875
0.62644779,0.0175,0.334004919,55.75,14.3376,120.8208375,0.375,1.875
1.04857766,0.015,0.334004919,55,14.5848,116.8716375,0.875,2.875
1.02067117,0,0.334004919,56.125,13.9668,120.697425,1,3.375
0.67456,0,0.334004919,54.375,13.7196,122.178375,0.625,1.875
0.75570078,0,0.500443508,55,13.9668,121.191075,0.75,2.75
1.05945766,0,0.500443508,55.25,13.7196,117.3652875,0.625,2
1.91032312,0.0025,0.500443508,56,13.9668,120.5740125,0.875,3
1.44728727,0.005,0.500443508,56.25,13.7196,121.93155,0.75,3
1.70031792,0.0125,0.586231546,55.5,13.9668,121.93155,0.75,2.125
1.55244883,0.04,0.586231546,54.75,13.8432,116.254575,0.625,2.875
1.26656623,0.0625,0.586231546,55.625,13.8432,121.0676625,0.875,3.5
1.2188426,0.0525,0.586231546,55.5,14.0904,121.684725,0.875,3.125
1.13936208,0.0225,0.589193289,55.875,17.4276,120.94425,0.5,2.25
1.5750213,0.01,0.589193289,54.625,17.5512,116.8716375,0.5,1.75
1.51864312,0.0225,0.589193289,55.5,17.5512,121.5613125,0.375,2.125
1.4826826,0.0225,0.589193289,55.875,17.5512,120.697425,0.625,2.5
1.19199584,0.0175,0.363189483,56,17.4276,121.684725,0.375,1.125
1.35929351,0.03,0.363189483,54.875,17.5512,117.98235,0.125,0.75
0.66735377,0.03,0.363189483,56,17.6748,121.3144875,0.375,1.625
0.3803761,0.0175,0.363189483,56.125,17.4276,120.94425,0.5,2.5
0.84895792,0.015,0.278882317,56.125,14.9556,121.5613125,0.375,2.125
1.00088935,0.015,0.278882317,55.875,14.3376,118.229175,0.125,1.125
0.66011221,0,0.278882317,56,14.5848,120.94425,0.25,0.625
0.1875493,0,0.278882317,55.75,14.4612,121.0676625,0.125,1
0.26520707,0,0.133916368,55.5,14.4612,121.93155,0.125,0.5
0.41439377,0,0.133916368,56.25,14.4612,118.5994125,0,0.625
0.30480603,0,0.133916368,56.75,14.4612,121.3144875,0.125,0.375
0.09333486,0,0.133916368,55.375,14.4612,121.5613125,0,0.125
0.00502953,0,0,55.75,14.4612,121.0676625,0,0.125
0,0,0,56.5,14.5848,117.6121125,0,0
0,0,0,56.75,14.3376,120.94425,0,0
0,0,0,56.5,14.4612,121.191075,0,0
0,0,0,55.875,14.5848,120.3271875,0,0
0,0,0,55.375,14.4612,117.6121125,0,0
0,0,0,56.75,14.4612,120.94425,0,0
0,0,0,56.75,14.3376,121.0676625,0,0
0,0,0,56.125,14.5848,119.710125,0,0
0,0,0,55.875,14.4612,118.1057625,0,0
0,0,0,56.375,14.4612,120.94425,0,0
0,0,0,56.625,14.4612,120.4506,0,0
0,0,0,56.25,14.4612,119.710125,0,0
0,0,0,56,14.4612,116.6248125,0,0
0,0,0,56.25,17.0568,122.178375,0,0
0,0,0,56.625,17.5512,120.203775,0,0
0,0,0,56.25,17.5512,120.697425,0,0
0,0,0,56.375,17.4276,117.735525,0,0
0,0,0,56.625,17.6748,121.191075,0,0
0,0,0,56.25,17.4276,120.3271875,0,0
0,0,0,56.125,17.5512,121.684725,0,0
0,0,0,56.375,17.6748,116.748225,0,0
0,0,0,57.125,17.4276,121.684725,0,0
0,0,0,56.125,17.5512,121.5613125,0,0
0,0,0,55.875,17.5512,120.203775,0,0
0,0,0,56.5,17.5512,117.4887,0,0
0,0,0,56.875,17.5512,121.5613125,0,0
0,0,0,56.875,17.5512,121.8081375,0,0
0,0,0,56,17.5512,120.203775,0,0
0,0,0,56.25,17.4276,116.748225,0,0
0,0,0,56.875,17.5512,122.0549625,0,0
0,0,0,57,17.6748,121.5613125,0,0
0,0,0,56.375,17.4276,120.697425,0,0
0,0,0,56.125,17.5512,117.3652875,0,0
0,0,0,56.625,17.6748,120.0803625,0,0
0,0,0,56.875,17.4276,121.93155,0,0
0,0,0,57,17.5512,120.203775,0,0
0,0,0,56.375,17.6748,116.99505,0,0
0,0,0,56.25,17.4276,120.8208375,0,0
0,0,0,56.875,17.5512,122.4252,0,0
0,0,0,56.75,17.5512,120.8208375,0,0
0,0,0,56.5,17.5512,114.8970375,0,0
0,0,0,56.5,17.5512,120.4506,0,0
0,0,0,56.375,17.4276,121.93155,0,0
0,0,0,56.5,17.6748,120.697425,0,0
0,0,0,56.5,17.4276,117.3652875,0,0
0,0,0,56.875,17.5512,120.4506,0,0
0,0,0,56.375,17.6748,121.4379,0,0
0.00785197,0,0.005967913,55.875,17.4276,121.684725,0,0
0.03815065,0,0.005967913,55.625,17.6748,116.254575,0,0
0.03920333,0,0.005967913,55.75,17.5512,120.94425,0,0.375
0.044608,0,0.005967913,55.625,17.4276,120.8208375,0.125,0.125
0.08883803,0,0.136513589,56.25,17.6748,120.0803625,0,0.25
0.2857519,0,0.136513589,56.375,17.4276,116.00775,0.25,0.5
0.59186494,0,0.136513589,39.25,17.5512,118.722825,0.25,0.625
0.66512831,0.015,0.136513589,56.25,17.5512,119.3398875,0.125,0.5
0.87075325,0.0175,0.297222344,55.75,17.5512,116.8716375,0.625,0.875
0.93500883,0.01,0.297222344,55.25,17.5512,116.5014,0.5,1.125
0.87697039,0.015,0.297222344,55,17.4276,119.710125,0.375,1.375
0.5354161,0.0175,0.297222344,35,17.6748,118.96965,0.375,1.25
0.96849662,0.02,0.45009387,54.875,15.8208,119.710125,0.375,1.125
0.96810805,0.02,0.45009387,55.875,14.4612,117.8589375,0.25,1.125
1.4683761,0.0225,0.45009387,55.75,14.4612,120.203775,0.375,1.125
1.31753974,0.02,0.45009387,56.25,13.7196,119.710125,0.375,1.625
0.93914182,0.0225,0.559154376,56,10.8768,120.203775,1,2.75
1.27804675,0.0175,0.559154376,56.125,10.7532,115.1438625,0.5,2.125
1.80682182,0.0175,0.559154376,54.875,10.8768,120.3271875,0.625,1.875
1.71829818,0.015,0.559154376,56.125,10.7532,121.8081375,0.5,1.375
1.49359792,0.03,0.629826131,55.375,10.7532,119.0930625,0.375,1.75
2.06285507,0.485,0.629826131,55.625,10.7532,118.1057625,0.5,2
1.83119584,1.2475,0.629826131,54.875,10.8768,121.4379,0.375,1.75
1.05977558,0.8775,0.629826131,54.875,10.7532,120.8208375,0.5,1.625
1.1557174,0.4825,0.634815529,55.5,10.7532,120.3271875,0.25,1.25
1.99874078,0.035,0.634815529,56.375,10.7532,117.98235,0.375,1.375
1.65626805,0.0375,0.634815529,56,10.8768,120.5740125,0.25,1.25
1.59084675,0.03,0.634815529,55.875,10.7532,120.3271875,0.375,1.125
1.00915533,0.015,0.611839235,54.75,10.7532,120.203775,0.375,1.25
1.16790442,0.0175,0.611839235,55.25,10.7532,116.5014,0.375,1.875
1.87362078,0.0175,0.611839235,55.5,13.3488,121.0676625,0.375,1.25
1.87220779,0.02,0.611839235,55.5,13.7196,120.697425,0.375,1.125
1.85793662,0.01,0.537909563,54.625,13.9668,120.94425,0.5,2.625
1.43365195,0.02,0.537909563,54.625,13.8432,117.4887,0.375,1
1.63980675,0.3,0.537909563,55.625,13.8432,121.684725,0.125,0.75
0.48359481,0.865,0.537909563,56.625,13.8432,121.3144875,0.125,1
0.8135626,0.3725,0.423996354,55.25,13.9668,121.3144875,0.375,1
1.06906597,0.2725,0.423996354,55.5,13.7196,117.241875,0.125,0.75
1.06249558,0.0175,0.423996354,54.625,15.8208,120.8208375,0.25,0.625
1.11028987,0.0125,0.423996354,55.375,17.5512,121.8081375,0.125,0.875
0.56466494,0.01,0.265827864,56.375,17.5512,120.5740125,0.375,1.5
0.41481766,0.01,0.265827864,54.375,17.5512,117.241875,0.125,1.125
0.86499533,0.0125,0.265827864,55.5,17.4276,122.0549625,0.125,0.75
0.70119481,0.01,0.265827864,54.375,17.6748,122.0549625,0.25,1.25
0.2990693,0,0.104598526,54.875,17.5512,120.5740125,0,0.625
0.39676675,0,0.104598526,42.625,17.4276,117.3652875,0.125,0.75
0.11841891,0,0.104598526,32.5,17.6748,121.684725,0,0.375
0.08544333,0,0.104598526,53.5,17.4276,121.8081375,0,0.375
0,0.0025,0,55.25,17.5512,120.5740125,0,0
0,0.0075,0,34.875,17.5512,118.3525875,0,0
0,0.005,0,51.5,17.5512,120.94425,0,0
0,0,0,51.625,17.5512,121.93155,0,0
0,0,0,51.625,17.5512,120.8208375,0,0
0,0,0,52.375,17.5512,117.241875,0,0
0,0,0,51.25,17.5512,120.8208375,0,0
0,0,0,52.25,17.4276,121.93155,0,0
0,0,0,51.75,17.6748,121.4379,0,0
0,0,0,51.75,17.5512,117.3652875,0,0
0,0,0,52.5,17.4276,120.8208375,0,0
0,0,0,49.25,17.6748,121.93155,0,0
0,0,0,27.75,17.4276,121.93155,0,0
0,0,0,54.5,17.6748,117.4887,0,0
0,0,0,52.5,17.5512,121.191075,0,0
0,0,0,53.5,17.4276,121.93155,0,0
0,0,0,54.5,17.6748,121.8081375,0,0
0,0,0,53,17.5512,117.6121125,0,0
0,0,0,52.25,17.4276,122.178375,0,0
0,0,0,53.5,17.6748,121.0676625,0,0
0,0,0,54.5,17.4276,121.93155,0,0
0,0,0,51,17.6748,118.3525875,0,0
0,0,0,52.5,17.5512,121.3144875,0,0
0,0.0025,0,53,17.5512,121.191075,0,0
0,0,0,54.25,17.5512,121.8081375,0,0
0,0,0,52.25,17.5512,118.229175,0,0
0,0,0,50,17.5512,120.94425,0,0
0,0,0,55,17.5512,121.191075,0,0
0,0,0,54,17.6748,121.8081375,0,0
0,0,0,52.75,17.4276,118.229175,0,0
0,0,0,50.5,17.6748,121.0676625,0,0
0,0,0,49,17.4276,121.4379,0,0
0,0,0,52.75,17.6748,121.0676625,0,0
0,0,0,50.75,17.5512,118.1057625,0,0
0,0,0,48,17.5512,120.8208375,0,0
0,0,0,51,17.5512,122.4252,0,0
0,0,0,52.25,17.5512,120.8208375,0,0
0,0,0,53.5,17.5512,118.1057625,0,0
0,0,0,50.25,17.5512,122.4252,0,0
0,0,0,52,17.6748,121.3144875,0,0
0,0,0,51.75,17.4276,120.697425,0,0
0,0,0,51.25,17.6748,118.5994125,0,0
0,0,0,51.25,17.5512,122.3017875,0,0
0,0,0,51.5,17.4276,121.4379,0,0
0,0,0,53.5,17.6748,120.697425,0,0
0,0,0,49.25,17.4276,117.3652875,0,0
0,0,0,50.75,17.6748,121.684725,0,0
0,0,0,53,17.5512,121.5613125,0,0
0.02111638,0,0.010120619,53.25,17.5512,121.0676625,0,0.125
0.06352436,0,0.010120619,53.25,17.5512,117.241875,0,0
0.05781236,0,0.010120619,50.75,17.5512,120.0803625,0.125,0.125
0.07570431,0.005,0.010120619,30.5,17.5512,121.0676625,0,0.25
0.1037733,0.0125,0.065107094,30,15.0792,121.3144875,0.25,0.25
0.16265247,0.0125,0.065107094,54,14.5848,115.3906875,0.125,0.375
0.22378535,0.0175,0.065107094,57,14.3376,120.5740125,0.25,0.5
0.23416021,0.015,0.065107094,56.5,14.5848,122.178375,0.125,0.5
